permco,year,company,industry,roa,csrsustainabilityreportingscore,csrsustainabilityexternalauditor
53696,2021,H C A HEALTHCARE INC; H C A HOLDINGS INC,Services,0.137085649,0.781484691,0
30104,2017,MID AMERICA APT COMMUNITIES INC,"Finance, Insurance, And Real Estate",0.028574775,,0
21949,2015,T J X COMPANIES INC NEW; ZAYRE CORP,Retail Trade,0.198066139,0.861708666,0
20791,2020,GENERAL DYNAMICS CORP; ELECTRIC BOAT CO,Manufacturing,0.061725267,0.817467513,0
20791,2022,GENERAL DYNAMICS CORP; ELECTRIC BOAT CO,Manufacturing,0.065716778,0.764269726,0
30421,2014,ESSEX PROPERTY TRUST INC,"Finance, Insurance, And Real Estate",0.010563983,,0
54313,2014,NORWEGIAN CRUISE LINE HLDGS LTD,"Transportation, Communications, Electric, Gas, And Sanitary Services",0.029236131,,0
12097,2020,O REILLY AUTOMOTIVE INC NEW; O REILLY AUTOMOTIVE INC,Retail Trade,0.151104259,,0
30104,2016,MID AMERICA APT COMMUNITIES INC,"Finance, Insurance, And Real Estate",0.01828792,,0
4655,2019,UNIVERSAL HEALTH SERVICES INC,Services,0.069835151,,0
53264,2016,DOLLAR GENERAL CORP NEW,Retail Trade,0.107188233,,0
43519,2013,CARMAX INC,Retail Trade,0.042075629,,0
12097,2021,O REILLY AUTOMOTIVE INC NEW; O REILLY AUTOMOTIVE INC,Retail Trade,0.184720464,,0
53696,2022,H C A HEALTHCARE INC; H C A HOLDINGS INC,Services,0.1076128,0.764269726,0
21177,2021,MCDONALDS CORP,Retail Trade,0.140103947,0.781484691,0
11300,2016,GILEAD SCIENCES INC,Manufacturing,0.236955263,0.896529563,0
20010,2019,AMERICAN AIRLINES GROUP INC; A M R CORP DEL; AMERICAN AIRLS INC,"Transportation, Communications, Electric, Gas, And Sanitary Services",0.028102342,0.850636943,1
20010,2020,AMERICAN AIRLINES GROUP INC; A M R CORP DEL; AMERICAN AIRLS INC,"Transportation, Communications, Electric, Gas, And Sanitary Services",-0.143287963,0.817467513,1
20010,2022,AMERICAN AIRLINES GROUP INC; A M R CORP DEL; AMERICAN AIRLS INC,"Transportation, Communications, Electric, Gas, And Sanitary Services",0.00196242,0.764269726,1
54084,2016,META PLATFORMS INC; FACEBOOK INC,Services,0.157278983,0.896529563,0
1261,2013,COMERICA INC; DETROITBANK CORP; DETROIT BANK & TRUST CO,"Finance, Insurance, And Real Estate",0.008294111,0.79396728,0
46282,2014,NASDAQ INC; NASDAQ O M X GROUP INC; NASDAQ STOCK MARKET INC,"Finance, Insurance, And Real Estate",0.034251675,,0
50481,2018,TRANSDIGM GROUP INC,Manufacturing,0.078463996,,0
20010,2021,AMERICAN AIRLINES GROUP INC; A M R CORP DEL; AMERICAN AIRLS INC,"Transportation, Communications, Electric, Gas, And Sanitary Services",-0.029984804,0.781484691,1
44184,2021,MOLINA HEALTHCARE INC,"Finance, Insurance, And Real Estate",0.053976575,0.781484691,0
53610,2019,FLEETCOR TECHNOLOGIES INC,Services,0.073075887,0.850636943,0
42540,2020,CENTENE CORP DEL,"Finance, Insurance, And Real Estate",0.026310045,0.817467513,0
54313,2015,NORWEGIAN CRUISE LINE HLDGS LTD,"Transportation, Communications, Electric, Gas, And Sanitary Services",0.034826373,,0
21366,2013,PIONEER NATURAL RESOURCES CO; PARKER & PARSLEY PETROLEUM CO; PARKER & PARSLEY DEVELOPMENT PAR,Mining,-0.068203731,,0
3682,2021,PROGRESSIVE CORP OH,"Finance, Insurance, And Real Estate",0.047107995,0.781484691,0
21881,2016,WALGREENS BOOTS ALLIANCE INC; WALGREEN CO,Retail Trade,0.057409751,0.896529563,1
3682,2022,PROGRESSIVE CORP OH,"Finance, Insurance, And Real Estate",0.009560724,0.764269726,0
42540,2022,CENTENE CORP DEL,"Finance, Insurance, And Real Estate",0.015636789,0.764269726,0
53264,2017,DOLLAR GENERAL CORP NEW,Retail Trade,0.122950463,,0
42540,2021,CENTENE CORP DEL,"Finance, Insurance, And Real Estate",0.017186603,0.781484691,0
54084,2017,META PLATFORMS INC; FACEBOOK INC,Services,0.188514505,0.907998627,1
46282,2013,NASDAQ INC; NASDAQ O M X GROUP INC; NASDAQ STOCK MARKET INC,"Finance, Insurance, And Real Estate",0.030611434,,0
54936,2021,SYNCHRONY FINANCIAL,"Finance, Insurance, And Real Estate",0.044084472,0.781484691,0
54936,2020,SYNCHRONY FINANCIAL,"Finance, Insurance, And Real Estate",0.014434902,0.817467513,0
12097,2022,O REILLY AUTOMOTIVE INC NEW; O REILLY AUTOMOTIVE INC,Retail Trade,0.172050492,,0
54084,2018,META PLATFORMS INC; FACEBOOK INC,Services,0.227176526,0.890536488,1
2093,2016,HUNTINGTON BANCSHARES INC,"Finance, Insurance, And Real Estate",0.00713862,0.896529563,0
42273,2022,ELEVANCE HEALTH INC; ANTHEM INC; WELLPOINT INC,"Finance, Insurance, And Real Estate",0.058624917,0.764269726,0
54936,2022,SYNCHRONY FINANCIAL,"Finance, Insurance, And Real Estate",0.028843579,0.764269726,0
52396,2021,DISCOVER FINANCIAL SERVICES,"Finance, Insurance, And Real Estate",0.049427623,0.781484691,0
44497,2019,L K Q CORP,Wholesale Trade,0.042352258,,0
52396,2020,DISCOVER FINANCIAL SERVICES,"Finance, Insurance, And Real Estate",0.010107274,0.817467513,0
52396,2019,DISCOVER FINANCIAL SERVICES,"Finance, Insurance, And Real Estate",0.025939507,0.850636943,0
43791,2020,C M E GROUP INC; CHICAGO MERCANTILE EXCH HLDG INC,"Finance, Insurance, And Real Estate",0.016887588,0.817467513,0
53621,2016,TARGA RESOURCES CORP,"Transportation, Communications, Electric, Gas, And Sanitary Services",-0.014551868,,0
21949,2016,T J X COMPANIES INC NEW; ZAYRE CORP,Retail Trade,0.178381578,0.896529563,1
20997,2013,INTERPUBLIC GROUP COS INC,Services,0.020759396,,0
54084,2019,META PLATFORMS INC; FACEBOOK INC,Services,0.13859315,0.850636943,1
54313,2016,NORWEGIAN CRUISE LINE HLDGS LTD,"Transportation, Communications, Electric, Gas, And Sanitary Services",0.048796774,0.793814433,0
47422,2019,AMERIPRISE FINANCIAL INC,"Finance, Insurance, And Real Estate",0.012468056,0.850636943,0
41168,2017,GLOBAL PAYMENTS INC,Services,0.036038045,,0
54084,2020,META PLATFORMS INC; FACEBOOK INC,Services,0.182944588,0.817467513,1
4655,2021,UNIVERSAL HEALTH SERVICES INC,Services,0.075731221,0.781484691,0
43791,2022,C M E GROUP INC; CHICAGO MERCANTILE EXCH HLDG INC,"Finance, Insurance, And Real Estate",0.015449916,0.764269726,0
43791,2021,C M E GROUP INC; CHICAGO MERCANTILE EXCH HLDG INC,"Finance, Insurance, And Real Estate",0.013397683,0.781484691,0
43519,2014,CARMAX INC,Retail Trade,0.045260562,,0
11092,2021,ZEBRA TECHNOLOGIES CORP,Manufacturing,0.134674175,0.781484691,1
53264,2018,DOLLAR GENERAL CORP NEW,Retail Trade,0.120377721,,0
4980,2013,ALLIANT ENERGY CORP; INTERSTATE ENERGY CORP; W P L HOLDINGS INC; WISCONSIN POWER & LT CO,"Transportation, Communications, Electric, Gas, And Sanitary Services",0.033854073,0.79396728,0
41168,2018,GLOBAL PAYMENTS INC,Services,0.034166784,0.890536488,0
53621,2015,TARGA RESOURCES CORP,"Transportation, Communications, Electric, Gas, And Sanitary Services",0.004398772,,0
2664,2022,BATH & BODY WORKS INC; L BRANDS INC; LIMITED BRANDS INC; LIMITED INC; LIMITED STORES INC,Retail Trade,0.145613396,0.764269726,0
10303,2020,ELECTRONIC ARTS INC; ELECTRONIC ARTS,Services,0.062989163,0.817467513,0
4980,2015,ALLIANT ENERGY CORP; INTERSTATE ENERGY CORP; W P L HOLDINGS INC; WISCONSIN POWER & LT CO,"Transportation, Communications, Electric, Gas, And Sanitary Services",0.031083936,0.861708666,0
4980,2014,ALLIANT ENERGY CORP; INTERSTATE ENERGY CORP; W P L HOLDINGS INC; WISCONSIN POWER & LT CO,"Transportation, Communications, Electric, Gas, And Sanitary Services",0.032542053,0.791197544,0
53610,2021,FLEETCOR TECHNOLOGIES INC,Services,0.062806285,,0
2664,2021,BATH & BODY WORKS INC; L BRANDS INC; LIMITED BRANDS INC; LIMITED INC; LIMITED STORES INC,Retail Trade,0.221208098,0.781484691,0
2664,2019,BATH & BODY WORKS INC; L BRANDS INC; LIMITED BRANDS INC; LIMITED INC; LIMITED STORES INC,Retail Trade,-0.036148148,0.850636943,0
17300,2014,AKAMAI TECHNOLOGIES INC,Services,0.083454745,0.791197544,0
2664,2020,BATH & BODY WORKS INC; L BRANDS INC; LIMITED BRANDS INC; LIMITED INC; LIMITED STORES INC,Retail Trade,0.072940973,0.817467513,0
4655,2020,UNIVERSAL HEALTH SERVICES INC,Services,0.070042404,,0
4655,2022,UNIVERSAL HEALTH SERVICES INC,Services,0.050066666,0.764269726,0
13603,2018,DOLLAR TREE INC; DOLLAR TREE STORES INC,Retail Trade,-0.117826564,0.890536488,0
21743,2016,TEXTRON INC; TEXTRON AMERICAN INC,Manufacturing,0.062638364,0.896529563,0
43145,2016,NETFLIX INC,Services,0.013739851,,0
21743,2014,TEXTRON INC; TEXTRON AMERICAN INC,Manufacturing,0.041081821,0.791197544,0
20791,2014,GENERAL DYNAMICS CORP; ELECTRIC BOAT CO,Manufacturing,0.071644746,0.791197544,0
20841,2013,GRAINGER W W INC,Wholesale Trade,0.151345681,0.79396728,0
10303,2021,ELECTRONIC ARTS INC; ELECTRONIC ARTS,Services,0.057173913,0.781484691,0
21743,2015,TEXTRON INC; TEXTRON AMERICAN INC,Manufacturing,0.047389176,0.861708666,0
54287,2019,ABBVIE INC,Manufacturing,0.088447512,0.850636943,1
20841,2014,GRAINGER W W INC,Wholesale Trade,0.151248077,0.791197544,0
3624,2022,BROWN & BROWN INC; POE & BROWN INC; POE & ASSOCIATES INC,"Finance, Insurance, And Real Estate",0.048076717,0.764269726,0
2664,2017,BATH & BODY WORKS INC; L BRANDS INC; LIMITED BRANDS INC; LIMITED INC; LIMITED STORES INC,Retail Trade,0.120628298,0.907998627,0
216,2021,AMGEN INC,Manufacturing,0.096345949,0.781484691,1
54287,2021,ABBVIE INC,Manufacturing,0.07876939,0.781484691,1
20883,2019,L3HARRIS TECHNOLOGIES INC; HARRIS CORP; HARRIS INTERTYPE CORP; HARRIS SEYBOLD CO,Manufacturing,0.093802511,0.850636943,0
53610,2022,FLEETCOR TECHNOLOGIES INC,Services,0.067734359,,0
20791,2019,GENERAL DYNAMICS CORP; ELECTRIC BOAT CO,Manufacturing,0.071333511,0.850636943,0
216,2022,AMGEN INC,Manufacturing,0.100612706,0.764269726,1
21308,2015,NUCOR CORP; NUCLEAR CORP AMER,Manufacturing,0.025098174,0.861708666,0
54287,2022,ABBVIE INC,Manufacturing,0.085270704,0.764269726,1
1015,2013,CONSTELLATION BRANDS INC; CANANDAIGUA BRANDS; CANANDAIGUA BRANDS INC; CANANDAIGUA WINE INC,Manufacturing,0.135861167,,0
54287,2018,ABBVIE INC,Manufacturing,0.09581817,0.890536488,1
20968,2014,ILLINOIS TOOL WORKS INC,Manufacturing,0.166647811,0.791197544,0
2664,2018,BATH & BODY WORKS INC; L BRANDS INC; LIMITED BRANDS INC; LIMITED INC; LIMITED STORES INC,Retail Trade,0.07960445,0.890536488,0
53621,2017,TARGA RESOURCES CORP,"Transportation, Communications, Electric, Gas, And Sanitary Services",0.003752971,,0
20841,2015,GRAINGER W W INC,Wholesale Trade,0.13127828,0.861708666,1
50016,2021,LIVE NATION ENTERTAINMENT INC; LIVE NATION INC; C C E SPINCO INC,Services,-0.046567157,,0
43519,2015,CARMAX INC,Retail Trade,0.043049734,,0
21664,2015,STANLEY BLACK & DECKER INC; STANLEY WORKS,Manufacturing,0.0582443,0.861708666,0
21743,2013,TEXTRON INC; TEXTRON AMERICAN INC,Manufacturing,0.038473424,0.79396728,0
21743,2017,TEXTRON INC; TEXTRON AMERICAN INC,Manufacturing,0.020013038,0.907998627,0
21366,2014,PIONEER NATURAL RESOURCES CO; PARKER & PARSLEY PETROLEUM CO; PARKER & PARSLEY DEVELOPMENT PAR,Mining,0.062307383,,0
16454,2014,BOOKING HOLDINGS INC; PRICELINE GROUP INC; PRICELINE COM INC,"Transportation, Communications, Electric, Gas, And Sanitary Services",0.162092486,,0
20791,2017,GENERAL DYNAMICS CORP; ELECTRIC BOAT CO,Manufacturing,0.083090795,0.907998627,0
20203,2019,AON PLC NEW; AON PLC; AON CORP; COMBINED INTL CORP,"Finance, Insurance, And Real Estate",0.052099983,0.609090909,0
20841,2016,GRAINGER W W INC,Wholesale Trade,0.106409437,0.896529563,0
21664,2016,STANLEY BLACK & DECKER INC; STANLEY WORKS,Manufacturing,0.061740081,0.896529563,1
21366,2015,PIONEER NATURAL RESOURCES CO; PARKER & PARSLEY PETROLEUM CO; PARKER & PARSLEY DEVELOPMENT PAR,Mining,-0.018015046,,0
21308,2013,NUCOR CORP; NUCLEAR CORP AMER,Manufacturing,0.032099975,0.79396728,0
2664,2016,BATH & BODY WORKS INC; L BRANDS INC; LIMITED BRANDS INC; LIMITED INC; LIMITED STORES INC,Retail Trade,0.141738066,0.896529563,0
54287,2020,ABBVIE INC,Manufacturing,0.030657855,0.817467513,1
16167,2017,COGNIZANT TECHNOLOGY SOLS CORP,Services,0.098810853,,0
21308,2016,NUCOR CORP; NUCLEAR CORP AMER,Manufacturing,0.052305321,,0
20203,2020,AON PLC NEW; AON PLC; AON CORP; COMBINED INTL CORP,"Finance, Insurance, And Real Estate",0.061312823,0.598214286,0
50700,2014,MASTERCARD INC,Services,0.235957988,,0
20235,2013,AUTOMATIC DATA PROCESSING INC,Services,0.043566247,0.79396728,0
16285,2013,EBAY INC,Retail Trade,0.068839182,0.79396728,1
47013,2015,EXPEDIA GROUP INC; EXPEDIA INC DE,"Transportation, Communications, Electric, Gas, And Sanitary Services",0.049308196,,0
21308,2014,NUCOR CORP; NUCLEAR CORP AMER,Manufacturing,0.045719092,,0
20968,2013,ILLINOIS TOOL WORKS INC,Manufacturing,0.084092958,0.79396728,0
13603,2016,DOLLAR TREE INC; DOLLAR TREE STORES INC,Retail Trade,0.057076986,0.896529563,0
4298,2013,STRYKER CORP,Manufacturing,0.063901417,0.79396728,0
47013,2016,EXPEDIA GROUP INC; EXPEDIA INC DE,"Transportation, Communications, Electric, Gas, And Sanitary Services",0.017863868,,0
20968,2016,ILLINOIS TOOL WORKS INC,Manufacturing,0.133872772,0.896529563,0
20968,2015,ILLINOIS TOOL WORKS INC,Manufacturing,0.120732405,0.861708666,0
20203,2022,AON PLC NEW; AON PLC; AON CORP; COMBINED INTL CORP,"Finance, Insurance, And Real Estate",0.079164628,0.537037037,0
13603,2015,DOLLAR TREE INC; DOLLAR TREE STORES INC,Retail Trade,0.017759666,,0
16167,2018,COGNIZANT TECHNOLOGY SOLS CORP,Services,0.132030415,,0
20203,2021,AON PLC NEW; AON PLC; AON CORP; COMBINED INTL CORP,"Finance, Insurance, And Real Estate",0.039320738,0.571428571,0
16167,2019,COGNIZANT TECHNOLOGY SOLS CORP,Services,0.113675636,,0
4298,2015,STRYKER CORP,Manufacturing,0.088570198,,0
50481,2019,TRANSDIGM GROUP INC,Manufacturing,0.05473914,,0
43519,2016,CARMAX INC,Retail Trade,0.038513194,,0
13603,2017,DOLLAR TREE INC; DOLLAR TREE STORES INC,Retail Trade,0.10496057,,0
20288,2014,VERIZON COMMUNICATIONS INC; BELL ATLANTIC CORP,"Transportation, Communications, Electric, Gas, And Sanitary Services",0.041360847,0.791197544,1
50016,2022,LIVE NATION ENTERTAINMENT INC; LIVE NATION INC; C C E SPINCO INC,Services,0.009064907,,0
5085,2013,HOME DEPOT INC,Retail Trade,0.132903895,0.79396728,0
4162,2022,SNAP ON INC; SNAP ON TOOLS CORP,Manufacturing,0.130750918,0.764269726,0
21102,2017,LILLY ELI & CO,Manufacturing,-0.004537471,0.907998627,1
54287,2017,ABBVIE INC,Manufacturing,0.075000706,0.907998627,1
21041,2013,KELLANOVA; KELLOGG CO,Manufacturing,0.116776528,0.79396728,0
20288,2013,VERIZON COMMUNICATIONS INC; BELL ATLANTIC CORP,"Transportation, Communications, Electric, Gas, And Sanitary Services",0.041944852,0.79396728,1
21409,2021,PINNACLE WEST CAPITAL CORP; AZP GROUP INC; ARIZONA PUB SVC CO,"Transportation, Communications, Electric, Gas, And Sanitary Services",0.028119518,0.781484691,1
21102,2016,LILLY ELI & CO,Manufacturing,0.070545974,0.896529563,1
54287,2016,ABBVIE INC,Manufacturing,0.090061877,0.896529563,1
20968,2018,ILLINOIS TOOL WORKS INC,Manufacturing,0.172360457,0.890536488,0
56259,2020,VICI PROPERTIES INC,"Finance, Insurance, And Real Estate",0.052255873,0.817467513,0
30975,2013,DAVITA INC; DAVITA HEALTHCARE PARTNERS INC; TOTAL RENAL CARE HLDGS INC,Services,0.037046059,0.79396728,0
22075,2013,IDEX CORP,Manufacturing,0.08838379,0.79396728,0
11446,2018,MOHAWK INDUSTRIES INC,Manufacturing,0.065783335,0.890536488,0
17322,2013,CHARTER COMMUNICATIONS INC NEW; CHARTER COMMUNICATIONS INC,"Transportation, Communications, Electric, Gas, And Sanitary Services",-0.00977161,,0
20968,2017,ILLINOIS TOOL WORKS INC,Manufacturing,0.100536353,0.907998627,0
55858,2019,INVITATION HOMES INC,"Finance, Insurance, And Real Estate",0.00836335,,0
16454,2015,BOOKING HOLDINGS INC; PRICELINE GROUP INC; PRICELINE COM INC,"Transportation, Communications, Electric, Gas, And Sanitary Services",0.146456704,,0
54287,2014,ABBVIE INC,Manufacturing,0.064399027,0.791197544,1
43519,2017,CARMAX INC,Retail Trade,0.03797905,,0
55858,2020,INVITATION HOMES INC,"Finance, Insurance, And Real Estate",0.011208129,0.817467513,0
21102,2014,LILLY ELI & CO,Manufacturing,0.064298433,0.791197544,1
4298,2014,STRYKER CORP,Manufacturing,0.029074691,,0
21409,2020,PINNACLE WEST CAPITAL CORP; AZP GROUP INC; ARIZONA PUB SVC CO,"Transportation, Communications, Electric, Gas, And Sanitary Services",0.027499871,0.817467513,1
21326,2018,FIRSTENERGY CORP; OHIO EDISON CO,"Transportation, Communications, Electric, Gas, And Sanitary Services",0.033647006,0.890536488,0
20968,2019,ILLINOIS TOOL WORKS INC,Manufacturing,0.167308203,0.850636943,0
21326,2017,FIRSTENERGY CORP; OHIO EDISON CO,"Transportation, Communications, Electric, Gas, And Sanitary Services",-0.040797974,0.907998627,0
47183,2013,C F INDUSTRIES HOLDINGS INC,Manufacturing,0.137159232,0.79396728,0
21102,2015,LILLY ELI & CO,Manufacturing,0.067710837,0.861708666,1
21308,2018,NUCOR CORP; NUCLEAR CORP AMER,Manufacturing,0.131734907,,0
30975,2014,DAVITA INC; DAVITA HEALTHCARE PARTNERS INC; TOTAL RENAL CARE HLDGS INC,Services,0.040301259,0.791197544,0
47013,2018,EXPEDIA GROUP INC; EXPEDIA INC DE,"Transportation, Communications, Electric, Gas, And Sanitary Services",0.022514279,,0
54287,2015,ABBVIE INC,Manufacturing,0.096965127,0.861708666,1
55858,2018,INVITATION HOMES INC,"Finance, Insurance, And Real Estate",-0.000272761,,0
21177,2016,MCDONALDS CORP,Retail Trade,0.151060956,0.896529563,0
21177,2017,MCDONALDS CORP,Retail Trade,0.153601529,0.907998627,0
21102,2013,LILLY ELI & CO,Manufacturing,0.132907029,0.79396728,1
21177,2018,MCDONALDS CORP,Retail Trade,0.180557249,0.890536488,0
52388,2020,BLACKSTONE INC; BLACKSTONE GROUP INC; BLACKSTONE GROUP LP,"Finance, Insurance, And Real Estate",0.039794167,0.817467513,0
31847,2015,ROCKWELL AUTOMATION INC; ROCKWELL INTERNATIONAL CORP NEW,Manufacturing,0.129217606,0.861708666,0
31847,2016,ROCKWELL AUTOMATION INC; ROCKWELL INTERNATIONAL CORP NEW,Manufacturing,0.10275728,0.896529563,0
53810,2013,MARATHON PETROLEUM CORP,Manufacturing,0.074405496,0.79396728,0
53810,2015,MARATHON PETROLEUM CORP,Manufacturing,0.066148672,0.861708666,0
21764,2013,GLOBE LIFE INC; TORCHMARK CORP; LIBERTY NATIONAL INS HLDG CO; LIBERTY NATIONAL LIFE INS CO,"Finance, Insurance, And Real Estate",0.029050101,,0
20495,2020,CONAGRA BRANDS INC; CONAGRA INC,Manufacturing,0.058516102,0.817467513,1
13971,2021,ARCH CAPITAL GROUP LTD NEW; ARCH CAPITAL GROUP LTD; RISK CAPITAL HOLDINGS INC,"Finance, Insurance, And Real Estate",0.047822701,0.580645161,0
45469,2022,EXTRA SPACE STORAGE INC,"Finance, Insurance, And Real Estate",0.070736879,0.764269726,0
56259,2022,VICI PROPERTIES INC,"Finance, Insurance, And Real Estate",0.029743458,0.764269726,0
53810,2014,MARATHON PETROLEUM CORP,Manufacturing,0.082862771,0.791197544,0
30975,2015,DAVITA INC; DAVITA HEALTHCARE PARTNERS INC; TOTAL RENAL CARE HLDGS INC,Services,0.014568394,0.861708666,0
47013,2017,EXPEDIA GROUP INC; EXPEDIA INC DE,"Transportation, Communications, Electric, Gas, And Sanitary Services",0.020413242,,0
21698,2015,SYSCO CORP,Wholesale Trade,0.03817679,0.861708666,0
45469,2021,EXTRA SPACE STORAGE INC,"Finance, Insurance, And Real Estate",0.079015783,0.781484691,0
56259,2021,VICI PROPERTIES INC,"Finance, Insurance, And Real Estate",0.05761377,0.781484691,0
1015,2022,CONSTELLATION BRANDS INC; CANANDAIGUA BRANDS; CANANDAIGUA BRANDS INC; CANANDAIGUA WINE INC,Manufacturing,-0.002878888,0.764269726,0
55858,2017,INVITATION HOMES INC,"Finance, Insurance, And Real Estate",-0.005637928,,0
31847,2017,ROCKWELL AUTOMATION INC; ROCKWELL INTERNATIONAL CORP NEW,Manufacturing,0.115293855,0.907998627,0
20523,2017,CORNING INC; CORNING GLASS WORKS,Manufacturing,-0.018076671,0.907998627,0
43519,2018,CARMAX INC,Retail Trade,0.045005823,,0
21322,2022,OCCIDENTAL PETROLEUM CORP,Mining,0.183227974,0.764269726,1
30975,2016,DAVITA INC; DAVITA HEALTHCARE PARTNERS INC; TOTAL RENAL CARE HLDGS INC,Services,0.046948505,0.896529563,0
20440,2022,CHEVRON CORP NEW; CHEVRONTEXACO CORP; CHEVRON CORP; STANDARD OIL CO CALIFORNIA,Manufacturing,0.137616459,0.764269726,1
53810,2016,MARATHON PETROLEUM CORP,Manufacturing,0.026433702,0.896529563,0
53810,2017,MARATHON PETROLEUM CORP,Manufacturing,0.069973699,0.907998627,0
13971,2022,ARCH CAPITAL GROUP LTD NEW; ARCH CAPITAL GROUP LTD; RISK CAPITAL HOLDINGS INC,"Finance, Insurance, And Real Estate",0.030775524,0.576,0
13650,2013,CENCORA INC; AMERISOURCEBERGEN CORP; AMERISOURCE HEALTH CORP,Wholesale Trade,0.022924853,,0
30975,2017,DAVITA INC; DAVITA HEALTHCARE PARTNERS INC; TOTAL RENAL CARE HLDGS INC,Services,0.035022759,0.907998627,0
20523,2018,CORNING INC; CORNING GLASS WORKS,Manufacturing,0.03875659,0.890536488,0
43145,2017,NETFLIX INC,Services,0.029397601,,0
31991,2013,BOSTON PROPERTIES INC,"Finance, Insurance, And Real Estate",0.037188854,0.79396728,0
21322,2021,OCCIDENTAL PETROLEUM CORP,Mining,0.030945146,0.781484691,1
31847,2013,ROCKWELL AUTOMATION INC; ROCKWELL INTERNATIONAL CORP NEW,Manufacturing,0.129401499,0.79396728,0
20340,2020,BROWN FORMAN CORP; BROWN FORMAN INC; BROWN FORMAN DISTILLERS CORP,Manufacturing,0.138454462,0.817467513,0
30929,2013,INVESCO LTD,"Finance, Insurance, And Real Estate",0.04879479,,0
1015,2020,CONSTELLATION BRANDS INC; CANANDAIGUA BRANDS; CANANDAIGUA BRANDS INC; CANANDAIGUA WINE INC,Manufacturing,0.073713881,0.817467513,0
20499,2018,CONSOLIDATED EDISON INC; CONSOLIDATED EDISON CO NY INC; CONSOLIDATED GAS CO NY,"Transportation, Communications, Electric, Gas, And Sanitary Services",0.025630564,0.890536488,0
36380,2021,TELEDYNE TECHNOLOGIES,Manufacturing,0.030858679,0.781484691,0
20523,2019,CORNING INC; CORNING GLASS WORKS,Manufacturing,0.033220292,0.850636943,0
11092,2022,ZEBRA TECHNOLOGIES CORP,Manufacturing,0.061495551,0.764269726,1
31847,2014,ROCKWELL AUTOMATION INC; ROCKWELL INTERNATIONAL CORP NEW,Manufacturing,0.132723333,0.791197544,0
15473,2018,AMAZON COM INC,Retail Trade,0.061931287,0.890536488,1
